,epoch,train loss,
365,366,0.093895848,
366,367,0.092589263,
367,368,0.099720639,
368,369,0.095520082,
369,370,0.09701681,
370,371,0.095792561,
371,372,0.091559083,
372,373,0.093037962,
373,374,0.092045068,
374,375,0.091454296,
375,376,0.09171316,
376,377,0.095921176,
377,378,0.088482725,
378,379,0.09064312,
379,380,0.094349192,
380,381,0.09344589,
381,382,0.089460535,
382,383,0.094146565,
383,384,0.091550783,
384,385,0.090816157,
385,386,0.090043279,
386,387,0.089288795,
387,388,0.087836698,
388,389,0.088011648,
389,390,0.087482953,
390,391,0.08653212,
391,392,0.087454355,
392,393,0.088217251,
393,394,0.08903122,
394,395,0.083835238,
395,396,0.083803202,
396,397,0.086062911,
397,398,0.087086515,
398,399,0.085965223,
399,400,0.083992995,
400,401,0.082713014,
401,402,0.088349052,
402,403,0.091329893,
403,404,0.088223378,
404,405,0.087720004,
405,406,0.085823903,
406,407,0.087554924,
407,408,0.083828515,
408,409,0.085824935,
409,410,0.083338278,
410,411,0.080458875,
411,412,0.083026847,
412,413,0.082870802,
413,414,0.08269146,
414,415,0.081502628,
415,416,0.080736531,
416,417,0.085461669,
417,418,0.080972264,
418,419,0.085427943,
419,420,0.07808396,
420,421,0.083165527,
421,422,0.080070033,
422,423,0.084035464,
423,424,0.07983588,
424,425,0.078657811,
425,426,0.083873336,
426,427,0.078289362,
427,428,0.078842634,
428,429,0.07819182,
429,430,0.078116264,
430,431,0.083151731,
431,432,0.082204953,
432,433,0.081027906,
433,434,0.078361904,
434,435,0.078413166,
435,436,0.079117518,
436,437,0.079725952,
437,438,0.075406834,
438,439,0.079704536,
439,440,0.075779954,
440,441,0.075501083,
441,442,0.077967826,
442,443,0.078196801,
443,444,0.076709232,
444,445,0.074329076,
445,446,0.0749381,
446,447,0.076289437,
447,448,0.072999635,
448,449,0.075248329,
449,450,0.077844186,
450,451,0.074492002,
451,452,0.075553566,
452,453,0.07488602,
453,454,0.076091509,
454,455,0.073206053,
455,456,0.076684898,
456,457,0.073084827,
457,458,0.075924732,
458,459,0.074681659,
459,460,0.071346554,
460,461,0.076630492,
461,462,0.075133322,
462,463,0.075804571,
463,464,0.073906671,
464,465,0.074825194,
465,466,0.072026725,
466,467,0.071223332,
467,468,0.074902696,
468,469,0.073636825,
469,470,0.071572858,
470,471,0.070768732,
471,472,0.076595089,
472,473,0.076635638,
473,474,0.073159597,
474,475,0.072315912,
475,476,0.072527583,
476,477,0.071842566,
477,478,0.071095409,
478,479,0.069865432,
479,480,0.068317307,
480,481,0.069615929,
481,482,0.067318961,
482,483,0.071056643,
483,484,0.072735659,
484,485,0.070941733,
485,486,0.071424915,
486,487,0.070290124,
487,488,0.069554216,
488,489,0.071543925,
489,490,0.069976133,
490,491,0.068244004,
491,492,0.069249113,
492,493,0.065121564,
493,494,0.070062599,
494,495,0.069659064,
495,496,0.070602451,
496,497,0.070150142,
497,498,0.070354767,
498,499,0.068091803,
499,500,0.070724612,
500,501,0.068693727,
501,502,0.064645549,
502,503,0.070753619,
503,504,0.066762365,
504,505,0.069640733,
505,506,0.06762484,
506,507,0.065784362,
507,508,0.066553887,
508,509,0.067800508,
509,510,0.067669705,
510,511,0.064203564,
511,512,0.065556317,
